gvkey,conm,cusip,cik,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
007222,MEDIVIX INC,584917108,0000715994,C,01,LU,11104,6361,19870212,19880309
007223,MEGATRONICS INC,584927107,0000752253,P,01,LU,89974,7389,19850118,19861204
007224,MEDLINE INDUSTRIES INC,585015100,0000064666,C,00X,LC,52680,2841,19721214,19770331
007225,MEDSECURE GROUP INC,585043102,0000081614,C,01,LU,65219,3775,19800813,19821130
007226,MEDSERCO INC,585048101,0000064668,P,01,LU,52688,2863,19800205,19810901
007227,MEDSTAT GROUP INC,585051105,0000726732,P,01,LU,52696,6562,19831109,19941230
007228,MEDTRONIC PLC,G5960L103,0001613103,P,01,LC,60097,2850,19721214,E
007229,MEDUSA CORP,585072309,0000064674,C,01,LC,75407,21987,19881011,19980630
007229,MEDUSA CORP,585072309,0000064674,C,01,LC,27035,21987,19620131,19790126
007229,MEDUSA CORP,585072309,0000064674,C,00X,LC,27035,21987,19591026,19620130
007230,MEENAN OIL INC,585136104,0000064698,P,01,LU,60951,2967,19730104,19831207
007231,MEGA CORP,585142102,0000230379,P,01,LU,52709,2866,19790131,19801031
007232,PASSUR AEROSPACE INC,70285Y104,0000225628,C,01,LU,52717,2849,19760730,19920804
007232,PASSUR AEROSPACE INC,70285Y104,0000225628,C,00X,LU,52717,2849,19760102,19760729
007234,MEGATECH CORP,585160104,0000064708,C,01,LU,52725,2868,19810514,19870113
007235,MEGO INTERNATIONAL,585163108,,P,01,LU,52572,25261,19710524,19820429
007238,MELLON FINANCIAL CORP,58551A108,0000064782,P,01,LC,59379,2968,19721214,20070629
007239,MELRIDGE INC,585552102,,P,01,LC,52741,6590,19840131,19871224
007240,MELTON DRILLING & EXPL CO,585718109,,P,01,LU,52760,2869,19810826,19840831
007241,CVS HEALTH CORP,126650100,0000064803,P,01,LC,17005,21185,19620131,E
007241,CVS HEALTH CORP,126650100,0000064803,C,00X,LC,17005,21185,19500101,19620130
007242,MEM CO,585871106,0000064807,P,01,LU,43887,21186,19661027,19961231
007244,MEMOREX CORP,586005100,,P,01,LC,46367,24876,19680618,19811130
007245,MEMRY CORP,586263204,0000720896,C,01,LC,90051,7465,20000713,20080929
007245,MEMRY CORP,586263204,0000720896,C,01,LC,90051,7465,19850315,19921103
007246,BOGEN CORP,097190102,,C,01,LU,90070,7811,19851025,19900713
007247,MEMTEK CORP,586267106,0000353377,P,01,LU,52784,2882,19810908,19900629
007248,MENASCO MFG CO,586447104,0000064850,P,01,LC,34083,23973,19620702,19770429
007250,MENTOR CORP,587188103,0000064892,P,01,LC,52792,2983,19770907,20090123
007251,MENTOR GRAPHICS CORP,587200106,0000701811,P,01,LC,52813,6791,19840118,20170330
007252,MERCANTILE BANCORPORATION,587342106,0000064907,C,01,LC,52821,3079,19721214,19990917
007253,MERCANTILE BANKSHARES CORP,587405101,0000064908,P,01,LC,52840,3029,19780131,20070330
007253,MERCANTILE BANKSHARES CORP,587405101,0000064908,C,00X,LC,52840,3029,19780101,19780130
007254,MERCANTILE STORES CO INC,587533100,0000064923,P,01,LU,22891,21187,19620131,19980831
007254,MERCANTILE STORES CO INC,587533100,0000064923,C,00X,LU,22891,21187,19500201,19620130
007255,MERCHANTS INC,588602102,,C,01,LU,52901,3030,19721214,19790817
007256,MERCHANTS NATIONAL CORP,589152107,0000064970,P,01,LU,52920,2808,19780131,19920501
007256,MERCHANTS NATIONAL CORP,589152107,0000064970,C,00X,LU,52920,2808,19780101,19780130
007257,MERCK & CO,58933Y105,0000310158,P,01,LC,22752,21188,19620102,E
007257,MERCK & CO,58933Y105,0000310158,C,00X,LC,22752,21188,19500101,19620101
007258,MERCURY ENTERTAINMENT CORP,589386309,0000747777,C,02,LU,90094,7233,19841015,19890912
007259,MERCURY SAVINGS & LOAN ASSC,589408103,,P,01,LC,59782,2875,19800131,19900515
007259,MERCURY SAVINGS & LOAN ASSC,589408103,,C,00X,LC,59782,2875,19800101,19800130
007260,MEREDITH CORP,589433101,0000065011,P,01,LU,42796,21189,19651209,E
007261,MERIDIAN BANCORP INC,589580109,0000723916,C,00X,LC,52944,302,19780101,19780130
007261,MERIDIAN BANCORP INC,589580109,0000723916,P,01,LU,52944,302,19780131,19960430
007262,MERIDIAN INDUSTRIES INC,589642206,0000065040,C,00X,LU,39888,24416,19710401,19710929
007262,MERIDIAN INDUSTRIES INC,589642206,0000065040,P,01,LU,39888,24416,19710930,19741031
007265,MERIT ENERGY,589900109,0001114734,P,01,LU,52995,2876,19810109,19840731
007266,MERLE NORMAN COSMETICS INC,590103107,,P,01,LU,49306,25059,19690929,19740228
007267,MERRILL LYNCH & CO INC,59098Z002,0000065100,P,01,LC,52919,21190,19710727,20081231
007268,MERRIMAC INDUSTRIES INC,590262101,0000706864,P,01,LC,53015,5668,19821101,20100203
007270,MERRITT CHAPMAN & SCOTT CORP,590426102,0000065130,P,01,LC,53023,2874,19660131,19681117
007270,MERRITT CHAPMAN & SCOTT CORP,590426102,0000065130,C,00X,LC,53023,2874,19500101,19660130
007271,MERRY COMPANIES INC,590434106,0000065140,C,01,LU,53031,25294,19781018,19810227
007272,MERRY-GO-ROUND ENTERPRISES,590436101,0000719721,C,01,LU,53050,6139,19830706,19960206
007273,MERRY LAND & INVESTMENT CO,590438107,0000350071,P,01,LU,53058,2877,19810706,19981030
007274,MERVYNS,590476107,0000065155,P,01,LU,53066,2873,19721214,19780531
007275,MESA LABORATORIES INC,59064R109,0000724004,C,01,LU,53074,6883,19840229,E
007276,MESA INC,590911103,0000877930,P,01,LC,68566,21191,19851231,19970807
007276,MESA INC,590911103,0000877930,N,02,LC,45065,24796,19851231,19870119
007276,MESA INC,590911103,0000877930,C,02,LC,45065,24796,19851201,19851230
007276,MESA INC,590911103,0000877930,P,02,LC,45065,24796,19670927,19851130
007277,MESA ROYALTY TRUST,590660106,0000313364,P,01,LC,62922,21193,19800131,E
007277,MESA ROYALTY TRUST,590660106,0000313364,C,00X,LC,62922,21193,19800101,19800130
007278,MAIR HOLDINGS INC,560635104,0000835768,P,01,LC,53082,6121,19830630,20080703
007279,MESABI TRUST,590672101,0000065172,P,01,LU,27975,21194,19720131,E
007280,MESTA MACHINE CO,590825105,,P,01,LU,19289,21195,19620131,19840229
007280,MESTA MACHINE CO,590825105,,C,00X,LC,19289,21195,19500101,19620130
007281,MET-PRO CORP,590876306,0000065201,P,01,LU,60548,3023,19721214,E
007283,METAL ARTS CO INC,591052105,0000320303,C,01,LC,53111,3075,19810126,19831003
007284,JILLIANS ENTERTAINMENT CORP,477420103,0000759855,P,01,LU,90115,7653,19850723,19970731
007285,METALFAB INC,591163209,0000065222,C,01,LC,53138,25300,19721214,19730731
007286,METALIZED CERAMICS CORP,591240106,0000065226,P,01,LU,53146,2879,19721214,19771130
007287,TIANRONG INTERNET PRDS & SRV,886307107,0000065231,C,01,LC,53154,3062,19740131,19940720
007289,METALS TECHNOLOGY INTL INC,591323100,0001076503,C,01,LU,53162,3071,19800930,19811125
007290,METEX CORP,591503107,0000065268,P,01,LU,59387,2884,19721214,19890331
007291,METHODE ELECTRONICS INC,591520200,0000065270,P,01,LC,53197,2881,19820927,E
007291,METHODE ELECTRONICS INC,591520200,0000065270,J,02,LC,53189,2881,19820927,20040108
007291,METHODE ELECTRONICS INC,591520200,0000065270,P,01,LC,53189,2881,19721214,19820926
007292,METPATH INC,591590104,0000065281,P,01,LU,59563,3027,19721214,19820226
007295,EVI INDUSTRIES INC,26929N102,0000065312,P,01,LC,87437,36370,19991110,E
007295,EVI INDUSTRIES INC,26929N102,0000065312,P,01,LC,53226,3080,19800227,19990106
007296,METROCARE INC,591648100,0001060607,C,01,LU,52636,25266,19710608,19860331
007297,METROMAIL CORP  -OLD,591678107,,P,01,LU,53242,6965,19840405,19870831
007298,METROMEDIA INC,591690102,0000065322,P,01,LC,28580,23553,19620622,19840621
007299,METROPOLITAN GREETINGS INC,592132104,,C,01,LU,55546,7055,19720912,19790131
007300,UNITED CAPITAL CORP,909912107,0000065358,P,01,LU,55546,7055,19840531,20151030
007300,UNITED CAPITAL CORP,909912107,0000065358,C,00X,LU,55546,7055,19820101,19840530
007301,METROPOLITAN DEVELOPMENT CP,591877105,,P,01,LU,53277,2880,19780131,19790330
007303,AMERICAN RIVERS OIL CO,029328101,0000353601,P,02,LU,53293,5105,19811104,19971211
007304,METRO AIRLINES INC,591905203,0000355625,P,01,LC,53306,5156,19820129,19910328
007304,METRO AIRLINES INC,591905203,0000355625,C,03,LC,53306,5156,19811030,19820128
007309,MEXCO ENERGY CORP,592770101,0000066418,C,01,LC,89857,27321,20030908,E
007313,MEYERS PARKING SYSTEMS INC,593141104,,P,01,LU,53365,3025,19790122,19881031
007315,SIEBERT FINANCIAL CORP,826176109,0000065596,P,01,LU,53373,2913,19721214,E
007316,MICHAELS COS INC,59408Q106,0001593936,P,01,LC,53381,6959,19840518,20061031
007316,MICHAELS COS INC,59408Q106,0001593936,P,02,LC,14696,54891,20140627,E
007318,MICHIGAN CHEMICAL CORP,594253106,0000065628,P,01,LU,34120,23977,19660131,19730131
007319,MCN ENERGY GROUP INC,55267J100,,P,01,LU,75298,22024,19880601,20010531
007320,MICHIGAN ENERGY RESOURCES CO,594477101,0000735166,C,01,LU,40782,24485,19640629,19890525
007321,MICHIGAN GENERAL CORP,594517104,0000065648,C,01,LU,49672,10066,19691209,19870529
007322,MICHIGAN NATIONAL CORP,594563108,0000065660,P,01,LU,53402,2969,19721214,19951130
007325,MICHIGAN SUGAR,594729105,,P,01,LU,34139,23978,19641231,19840531
007326,MICKELBERRY COMMUNICATIONS,594780108,0000065705,P,01,LC,58632,21199,19751001,19950929
007327,MICOM SYSTEMS INC,594787103,0000352905,P,01,LU,53429,2915,19810619,19880930
007328,MICRO D INC,594825101,0000720895,P,01,LC,53445,6163,19830712,19890222
007329,MICRO GENERAL CORP,594838302,0000067383,P,01,LU,53453,6614,19831123,20020731
007330,MICRO MASK INC,594853103,0000065723,P,01,LC,53461,2827,19740325,19890824
007331,MICROS SYSTEMS INC,594901100,0000320345,P,01,LC,53480,2829,19810213,20140908
007332,MICRO BIO MEDICS INC,594903205,0000318251,P,02,LU,53496,7145,19840720,19970829
007333,STREAMLOGIC CORP,863238101,0000718865,C,01,LU,53509,6040,19830603,19970624
007334,MICROFAST SOFTWARE CORP,594908105,0000003235,P,01,LU,53517,72,19810831,19850628
007335,MICRO SECURITY SYSTEMS INC,594911109,0000736469,C,01,LU,90166,7071,19850329,19860131
007336,ION NETWORKS INC  -OLD,46205P993,,C,01,LU,90174,7374,19850111,20030327
007337,MICROBIOLOGICAL SCIENCES,595013103,,P,01,LC,53541,5643,19821014,19890626
007338,MICROCOMPUTER MEMORIES INC,595028101,0000723064,C,01,LU,53560,6799,19840120,19860826
007339,MICRODATA CORP,595034109,0000065737,P,01,LU,53568,2912,19721214,19791031
007340,MICRODOT INC,595050105,0000202578,C,01,LU,40336,24452,19661230,19760227
007341,MICRODYNE CORP,595067109,0000065743,P,01,LU,53576,2804,19780911,19990226
007342,MICRON CORP/TX,595098104,0000803512,P,01,LU,53605,2911,19801003,19861022
007343,MICRON TECHNOLOGY INC,595112103,0000723125,P,01,LU,53613,7065,19840601,E
007345,LEARNING CO INC,522008101,0000719612,P,01,LU,53621,6942,19840322,19990528
007346,MICROSEMI CORP,595137100,0000310568,P,01,LC,53640,3047,19810327,20180529
007347,MICROSONICS CORP,595138108,0000316117,P,01,LU,53648,3056,19800604,19840531
007348,MICROSIZE INC,59514D106,0000744099,C,01,LU,90203,7083,19840613,19891013
007350,MICROWAVE FILTER CO INC,595176108,0000716688,P,01,LC,53656,7103,19840622,20070504
007351,MICROWAVE SEMICONDUCTOR CORP,595177106,0000065783,P,01,LU,53664,25331,19721214,19791031
007352,MID-AMERICA INDS,595185109,,P,01,LC,63677,2763,19721214,19880816
007353,MID-AMERICA PETROLEUM INC,595215104,,P,01,LU,53699,2762,19790913,19860228
007355,MID-AMERICAN LINES INC,595228107,0000065820,P,01,LU,53701,2761,19780131,19910531
007355,MID-AMERICAN LINES INC,595228107,0000065820,C,00X,LU,53701,2761,19740101,19780130
007356,MID-CONTINENT SYSTEMS INC,595378100,,P,01,LU,53744,4572,19780331,19810618
007358,MID PAC AIR CORP,59541D103,,P,01,LU,53824,3017,19810130,19880229
007358,MID PAC AIR CORP,59541D103,,C,00X,LU,53824,3017,19810101,19810129
007361,MID-TEXAS COMMUNICATIONS SYS,595520107,,P,01,LU,53795,3065,19721214,19751128
007363,MIDCON CORP,595639105,0000354962,P,01,LU,63685,25715,19811221,19860430
007366,ENTERGY CORP,29364G103,0000065984,P,01,LU,24010,21201,19620131,E
007366,ENTERGY CORP,29364G103,0000065984,C,00X,LU,24010,21201,19510101,19620130
007367,MICROWAVE POWER DEVICES INC,595901109,,P,01,LU,53816,3020,19790131,19810130
007368,MIDDLESEX WATER CO,596680108,0000066004,P,01,LU,53859,3048,19740131,E
007368,MIDDLESEX WATER CO,596680108,0000066004,C,00X,LU,53859,3048,19740101,19740130
007369,MIDLAND CO,597486109,0000066025,P,01,LU,48901,21202,19690806,20080430
007370,MIDLAND ENTERPRISES INC,597511005,0000066029,C,00X,LU,23667,23226,19740131,20020731
007371,MIDLAND GLASS CO,597521103,,P,01,LU,56522,25526,19721214,19840229
007372,MIDLAND RESOURCES INC,597707108,0000868424,P,01,LC,44898,2946,19790131,19850130
007372,MIDLAND RESOURCES INC,597707108,0000868424,C,00X,LC,44898,2946,19740301,19790130
007373,MIDLAND-ROSS CORP,597715101,,P,01,LC,18673,22867,19620131,19860916
007373,MIDLAND-ROSS CORP,597715101,,C,00X,LC,18673,22867,19500101,19620130
007374,MIDLAND SOUTHWEST CORP,597740109,0000037809,C,01,LU,53883,2934,19780131,19880129
007374,MIDLAND SOUTHWEST CORP,597740109,0000037809,C,00X,LU,53883,2934,19760101,19780130
007375,MIDLANTIC CORP,59780E101,0000793548,P,01,LC,53891,2921,19721214,19951229
007377,MIDNITE MINES INC,598019107,0000066078,C,01,LU,53912,2963,19760827,19860821
007379,MIDWAY AIRLINES INC,598130102,0000319668,C,01,LU,53939,2854,19801204,19911001
007380,MIDAMERICAN ENERGY HLDG-OLD,595920109,0001009526,P,01,LC,76492,28910,19901108,19990312
007380,MIDAMERICAN ENERGY HLDG-OLD,595920109,0001009526,P,01,LC,42817,21203,19651215,19901107
007381,MIDWEST EXPLORATION INC,598323103,0000205638,C,01,LU,53963,2923,19810803,19860703
007382,MIDWEST OIL CORP,598342103,0000066132,P,01,LC,24790,23293,19620131,19720421
007384,MIDWEST RUBBER RECLAIMING CO,598376101,0000202588,P,01,LU,50358,25126,19700325,19750530
007385,MIDWESTERN COS,598424109,,P,01,LU,53971,5590,19820722,19840731
007386,MIDWESTERN DISTRIBUT  -CL A,598438109,,P,01,LU,53990,2919,19721214,19820430
007388,MIDWESTERN RESOURCES INC,598490100,,C,01,LU,54026,3099,19810130,19830927
007389,MIKROS SYSTEMS CORP,598626307,0000317340,C,01,LU,54042,2943,19800904,19821006
007390,MILASTAR CORP,599100104,0000066544,C,01,LU,54069,2924,19800131,19950322
007392,MILES LABORATORIES INC,599292000,,C,00X,LC,28417,23539,19750101,19750130
007394,MILGO ELECTRONIC CORP,599734100,0000066266,P,01,LU,41865,24571,19660131,19770131
007395,MILGRAY ELECTRONICS INC,599751104,0000066270,P,01,LU,54085,5718,19821209,19970131
007397,MILLCREST PRODUCTS CORP,600317101,,P,01,LU,54093,9114,19721214,19730330
007398,WESTBRAE NATURAL INC,957150105,0000080418,C,01,LU,54093,9114,19820129,19971031
007398,WESTBRAE NATURAL INC,957150105,0000080418,C,00X,LU,54093,9114,19820101,19820128
007399,MILLER (H.) & SONS INC,600370100,,P,01,LU,56039,25488,19721204,19841031
007400,MILLER BROTHERS INDUSTRIES,600400105,,C,01,LU,54106,2797,19721214,19840629
007401,MILLER (HERMAN) INC,600544100,0000066382,P,01,LU,54114,2949,19721214,E
007402,MILLER INDUSTRIES INC,600548200,0000066388,C,01,LU,54122,2951,19780831,19880504
007402,MILLER INDUSTRIES INC,600548200,0000066388,C,00X,LU,54122,2951,19760501,19780830
007404,MILLER (HENRY S.) RLTY TRUST,600591101,,C,01,LU,54149,2219,19780131,19821223
007404,MILLER (HENRY S.) RLTY TRUST,600591101,,C,00X,LU,54149,2219,19740301,19780130
007405,MILLER SHOE INDUSTRIES INC,600595102,,P,01,LC,54157,208,19780131,19850426
007406,INTL FIBERCOM INC,45950T101,0000924632,C,02,LU,80823,13274,19940818,20020212
007407,MILLER-WOHL CO,600633101,,C,01,LC,34198,23982,19650129,19840626
007408,MILLICOM INC,600813109,0000703769,P,01,LU,54173,2878,19800731,19931231
007409,MILLIPORE CORP,601073109,0000066479,P,01,LU,54181,2925,19721214,20100730
007410,MILLMASTER ONYX CORP,601107105,0000066483,P,01,LU,41347,24531,19660131,19750331
007411,MILLS JENNINGS CO,601150105,0000075136,C,01,LU,54200,2455,19810414,19910930
007412,MILO ELECTRONICS CORP,601566102,0000066514,P,01,LU,34200,23983,19660131,19700626
007413,MILTON BRADLEY CO,601753106,0000013769,P,01,LU,43510,24692,19660714,19840928
007415,MILTON ROY CO,602108102,0000859151,P,01,LU,48805,21204,19690723,19910131
007416,MILTOPE GROUP INC,602191108,0000752692,P,01,LU,90211,7400,19850228,20031231
007418,MINCOMP CORP,602537102,0000066564,P,01,LU,54237,5090,19810622,19860829
007419,MINDEN OIL & GAS,602562100,,P,01,LC,54245,5812,19830222,19850130
007420,MSA SAFETY INC,553498106,0000066570,P,01,LU,54253,2971,19721214,E
007421,MINER INDUSTRIES INC,602805103,0000066578,P,01,LU,54261,2930,19721214,19770630
007422,EXCO RESOURCES INC,269279501,0000316300,C,01,LC,86357,16277,19980916,20030729
007422,EXCO RESOURCES INC,269279501,0000316300,P,04,LC,91109,16277,20060209,20171222
007422,EXCO RESOURCES INC,269279501,0000316300,C,01,LC,54280,2978,19810306,19871002
007423,MINERAL ENERGY INC,602831208,0000066586,P,01,LU,54288,2970,19800508,19811125
007424,COCA MINES INC,191240100,0000066627,P,01,LU,54309,2857,19740429,19910628
007425,MINERALS WEST INC,603168105,0000066637,C,01,LU,54317,3100,19790131,19830705
007426,MINEX RESOURCES INC,603470105,0000350389,C,01,LU,54325,2932,19810422,19850102
007428,MINI INTL CORP,603593104,,C,01,LU,19562,5681,19840131,19861117
007429,MINI MART CORP,603594102,0001092223,P,01,LU,54333,6006,19830525,19840928
007430,NEVADA CHEMICALS INC,64127C107,0000356342,P,01,LU,54341,6521,19831025,20081031
007431,MINISCRIBE CORP,603669102,0000714921,C,01,LU,54360,6542,19831103,19900131
007434,MINNESOTA FABRICS,604031104,,P,01,LU,54368,2928,19721214,19850131
007435,3M CO,88579Y101,0000066740,P,01,LC,22592,21205,19620131,E
007435,3M CO,88579Y101,0000066740,C,00X,LC,22592,21205,19500101,19620130
007437,ALLETE INC,018522300,0000066756,P,01,LC,24248,21206,19620131,E
007437,ALLETE INC,018522300,0000066756,C,00X,LC,24248,21206,19510101,19620130
007438,MINNETONKA CORP,604161109,0000798286,P,01,LU,54392,2929,19721214,19890831
007440,MINSTAR INC,604442939,0000007119,P,02,LU,50470,354,19700421,19881110
007441,MINUTE MAN OF AMERICA INC,604535104,,C,00X,LU,54413,2953,19731001,19790130
007441,MINUTE MAN OF AMERICA INC,604535104,,P,01,LU,54413,2953,19790131,19850228
007443,MIRACLE RECREATION EQUIPMENT,604616102,0000066827,C,01,LU,54448,3033,19780131,19861128
007443,MIRACLE RECREATION EQUIPMENT,604616102,0000066827,C,00X,LU,54448,3033,19740101,19780130
007444,MIRRO CORP,604739102,0000066842,P,01,LU,34227,23985,19620702,19830729
007445,SOUTHERN INVT SERVICES INC,843235102,0000066849,P,01,LC,54456,3051,19790131,19890921
007446,MISSION INSURANCE GROUP INC,605080100,,C,00X,LU,53444,25317,19750101,19750130
007446,MISSION INSURANCE GROUP INC,605080100,,P,01,LU,53444,25317,19750131,19851212
007447,MISSION WEST PROPERTIES INC,605203108,0001067419,C,01,LU,52214,21208,19710413,20121231
007448,MISSISSIPPI CHEMICAL CORP,605288208,0000066895,P,01,LU,80829,27394,19940819,20030207
007452,MISSISSIPPI VALLEY AIRLN INC,605710102,,P,01,LU,54472,6655,19831206,19850531
007453,MISSISSIPPI VALLEY GAS CO,605741107,0000066918,P,01,LU,54499,3094,19721214,19840511
007454,MISSOURI BEEF PACKERS INC,606011104,0000066931,P,01,LU,49023,25041,19690820,19740830
007457,MISSOURI PACIFIC CORP,606191104,0000066953,P,01,LU,24627,23284,19620131,19821231
007457,MISSOURI PACIFIC CORP,606191104,0000066953,C,00X,LC,24627,23284,19600101,19620130
007458,MISSOURI PACIFIC RR,606198000,0000310183,C,00X,LC,58448,25608,19740920,19781031
007459,MISSOURI PORTLAND CEMENT CO,606215101,0000066957,P,01,LU,26905,23434,19620131,19770531
007461,MRL INC,553469107,0000066965,C,01,LU,54501,3035,19780131,19911022
007461,MRL INC,553469107,0000066965,C,00X,LU,54501,3035,19730201,19780130
007463,PERFORMANCE INDUSTRIES INC,71375T203,0000724967,C,01,LU,54528,6534,19831028,19910703
007464,JAMCO LTD,470236100,0000066995,P,01,LU,54536,3059,19721214,19870930
007465,MRS SMITHS PIE CO,606500106,0000068689,P,01,LU,54552,3057,19721214,19760730
007466,MITCHELL ENERGY & DEV CORP,606592202,0000311995,J,03,LC,77719,21209,20000601,20000629
007466,MITCHELL ENERGY & DEV CORP,606592202,0000311995,P,03,LC,77719,21209,19941101,20000531
007466,MITCHELL ENERGY & DEV CORP,606592202,0000311995,J,03,LC,77719,21209,19920625,19941031
007466,MITCHELL ENERGY & DEV CORP,606592202,0000311995,P,02,LC,55191,21209,20000601,20020124
007466,MITCHELL ENERGY & DEV CORP,606592202,0000311995,J,02,LC,55191,21209,19941101,20000531
007466,MITCHELL ENERGY & DEV CORP,606592202,0000311995,P,02,LC,55191,21209,19920701,19941031
007466,MITCHELL ENERGY & DEV CORP,606592202,0000311995,J,02,LC,55191,21209,19920625,19920630
007466,MITCHELL ENERGY & DEV CORP,606592202,0000311995,P,01,LC,55191,21209,19720728,19920624
007468,MITE CORP,606708105,0000067078,P,01,LU,47538,24946,19690120,19850521
007469,ZARLINK SEMICONDUCTOR INC,989139100,0000352435,P,01,LC,62949,21210,19810518,20080728
007470,MATRIX MEMBRANES INC,576843304,0000315807,C,01,LU,90230,2962,19821101,19881214
007471,MITSUI & CO LTD,606827202,0000067099,P,90,LC,54579,2935,19780131,20110421
007472,MIZEL PETROLEUM RESOURCES,606902104,,P,01,LU,54587,2937,19810420,19850131
007475,MOBIL CORP,607059102,0000067182,C,00X,LC,15966,21211,19500101,19620130
007475,MOBIL CORP,607059102,0000067182,P,01,LC,15966,21211,19620131,19991130
